Predicted_X,Predicted_Y,Z_HW_elev,Z_FW_elev
448182.03,338435.25,,
448391.88,338435.25,,
448601.75,338435.25,,
448811.6,338435.25,,
449021.47,338435.25,,
449231.34,338435.25,,
449441.2,338435.25,,
449651.06,338435.25,,
449860.9,338435.25,,
450070.78,338435.25,,
450280.66,338435.25,,
450490.5,338435.25,,
450700.38,338435.25,,
450910.25,338435.25,,
451120.1,338435.25,,
451329.97,338435.25,,
451539.8,338435.25,,
451749.7,338435.25,,
451959.56,338435.25,,
452169.4,338435.25,,
452379.28,338435.25,,
452589.12,338435.25,,
452799.0,338435.25,,
453008.88,338435.25,,
453218.72,338435.25,,
453428.6,338435.25,,
453638.47,338435.25,,
453848.3,338435.25,,
454058.2,338435.25,,
454268.03,338435.25,,
454477.9,338435.25,,
454687.78,338435.25,,
454897.62,338435.25,,
455107.5,338435.25,,
455317.34,338435.25,,
455527.22,338435.25,,
455737.1,338435.25,,
455946.94,338435.25,,
456156.8,338435.25,,
456366.7,338435.25,,
456576.53,338435.25,,
456786.4,338435.25,,
456996.25,338435.25,,
457206.12,338435.25,,
457416.0,338435.25,,
457625.84,338435.25,,
457835.72,338435.25,,
458045.6,338435.25,,
458255.44,338435.25,,
458465.3,338435.25,,
458675.16,338435.25,,
458885.03,338435.25,,
459094.9,338435.25,,
459304.75,338435.25,,
459514.62,338435.25,,
459724.47,338435.25,,
459934.34,338435.25,,
460144.22,338435.25,,
418381.47,338637.84,,
418591.34,338637.84,,
418801.2,338637.84,,
419011.06,338637.84,,
419220.94,338637.84,,
419430.78,338637.84,,
419640.66,338637.84,,
419850.5,338637.84,,
420060.38,338637.84,,
420270.25,338637.84,,
420480.1,338637.84,,
420689.97,338637.84,,
420899.84,338637.84,,
421109.7,338637.84,,
421319.56,338637.84,,
421529.4,338637.84,,
421739.28,338637.84,,
421949.16,338637.84,,
422159.0,338637.84,,
422368.88,338637.84,,
422578.72,338637.84,,
422788.6,338637.84,,
422998.47,338637.84,,
423208.3,338637.84,,
423418.2,338637.84,344.0,68.0
423628.06,338637.84,332.0,68.0
423837.9,338637.84,332.0,68.0
